Random_ID,WORRIED,HEALTHY,FEWFOOD,SKIPPED,ATELESS,RUNOUT,HUNGRY,WHLDAY,wt,year,N_adults,N_child,Raw_score,Raw_score_par,Raw_score_par_error,Prob_Mod_Sev,Prob_sev,Age,Education,Area,Gender
124797529,1,1,0,1,1,1,1,1,.4098,2020,03,00,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,51,Elementary_or_less,Towns/Rural,Male
120603864,1,1,1,1,1,1,1,0,.0874,2020,05,00,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,25,College,Towns/Rural,Male
120236963,1,1,1,1,1,0,0,1,.8685,2020,03,00,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,40,Secondary,Towns/Rural,Male
167668630,1,1,1,0,1,0,0,0,.8326,2020,03,03,4,.126058164938327,.929306211903251,.681239122381297,.0298798332078331,27,Secondary,Towns/Rural,Female
191770392,1,1,1,1,1,1,0,0,1.4463,2020,05,00,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,60,Secondary,Urban/Suburbs,Female
116802692,0,0,1,0,0,0,0,0,.878,2020,03,09,1,-2.53169462982636,1.33073701427257,.047641054506747,.0004633705923494,30,Secondary,Towns/Rural,Male
201996080,1,1,0,1,1,1,1,1,.0543,2020,05,03,7,2.8574209055801,1.34735900352858,.99066794157314,.7669221841951051,34,College,Urban/Suburbs,Male
140339679,1,1,1,1,1,0,0,0,1.4264,2020,05,00,5,.853854679816141,.960733840625401,.887491674885726,.143791743739794,25,Elementary_or_less,Towns/Rural,Female
174828835,1,1,1,1,1,0,0,0,.4216,2020,04,05,5,.853854679816141,.960733840625401,.887491674885726,.143791743739794,26,Secondary,Urban/Suburbs,Male
159002450,1,1,1,1,1,1,0,0,1.2467,2020,01,10+,6,1.70629385467405,1.06083907823783,.971437695827388,.436623513369523,29,Secondary,Towns/Rural,Female
167837598,0,0,0,0,1,0,1,0,.3959,2020,02,01,2,-1.40912251714157,1.03845979456933,.14532818568768,.0007807371576466,36,College,Towns/Rural,Male
121887182,1,1,1,0,1,0,0,1,.1323,2020,02,02,5,.853854679816141,.960733840625401,.887491674885726,.143791743739794,34,College,Urban/Suburbs,Male
166939054,0,1,1,0,1,0,0,0,.2653,2020,01,00,3,-.6046624297919,.9476819923115239,.378649207172142,.0044337548457961,32,College,Towns/Rural,Male
188240982,1,1,1,1,1,1,1,1,.3656,2020,03,03,8,4.49978025615947,1.78440668629484,.996495952835501,.929307653358724,39,Elementary_or_less,Towns/Rural,Male
